Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
216971226,"The Fate of the Day: The War for America, Fort Ticonderoga to Charleston, 1777-1780 (Revolution Trilogy, 2)",Rick Atkinson,"Atkinson, Rick",,"=""0593799186""","=""9780593799185""",0,4.67,Crown,Hardcover,880,2025,2025,,2025/07/20,to-read,to-read (#367),to-read,,,,0,0
41812830,"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777",Rick Atkinson,"Atkinson, Rick",John Sterling,"=""1627790438""","=""9781627790437""",0,4.44,Henry Holt and Co.,Hardcover,776,2019,2019,,2025/07/20,to-read,to-read (#366),to-read,,,,0,0
214269337,Raising Hare: A Memoir,Chloe Dalton,"Dalton, Chloe",,"=""0593701844""","=""9780593701843""",0,4.42,Pantheon,Hardcover,285,2025,2025,,2025/07/20,to-read,to-read (#365),to-read,,,,0,0
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",0,4.23,Flatiron Books,Hardcover,382,2025,2025,,2025/07/20,to-read,to-read (#364),to-read,,,,0,0
218460355,"Mother Emanuel: Two Centuries of Race, Resistance, and Forgiveness in One Charleston Church",Kevin Sack,"Sack, Kevin",,"=""1524761303""","=""9781524761301""",0,4.59,Crown,Hardcover,480,2025,,,2025/07/20,to-read,to-read (#363),to-read,,,,0,0
215362634,There Is No Place for Us: Working and Homeless in America,Brian Goldstone,"Goldstone, Brian",,"=""0593237145""","=""9780593237144""",0,4.66,Crown,Hardcover,448,2025,2025,,2025/07/20,to-read,to-read (#362),to-read,,,,0,0
214565614,The Buffalo Hunter Hunter,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1668075083""","=""9781668075081""",0,4.11,S&S/Saga Press,Hardcover,435,2025,2025,,2025/07/20,to-read,to-read (#361),to-read,,,,0,0
215020997,Bury Our Bones in the Midnight Soil,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""1035064642""","=""9781035064649""",0,4.15,Tor,Hardcover,535,2025,2025,,2025/07/20,to-read,to-read (#360),to-read,,,,0,0
219833252,King of Ashes,S.A. Cosby,"Cosby, S.A.",,"=""1250832063""","=""9781250832061""",0,4.18,Pine & Cedar,Hardcover,333,2025,2025,,2025/07/20,to-read,to-read (#359),to-read,,,,0,0
220160387,The Director,Daniel Kehlmann,"Kehlmann, Daniel",Ross Benjamin,"=""1668087790""","=""9781668087794""",0,4.22,S&S/Summit Books,Hardcover,352,2025,2023,,2025/07/20,to-read,to-read (#358),to-read,,,,0,0
33630235,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Transworld Digital,Kindle Edition,567,2017,2017,,2025/07/17,to-read,to-read (#357),to-read,,,,0,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.28,Simon & Schuster,Paperback,916,2006,2005,,2025/06/30,to-read,to-read (#356),to-read,,,,0,0
17334495,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.15,Simon & Schuster,Hardcover,910,2013,2013,,2025/06/30,to-read,to-read (#355),to-read,,,,0,0
61913599,Deliver Me from Nowhere: The Making of Bruce Springsteen's Nebraska,Warren Zanes,"Zanes, Warren",,"=""0593237412""","=""9780593237410""",0,4.39,Crown,Hardcover,320,2023,2023,,2025/06/26,to-read,to-read (#354),to-read,,,,0,0
1598221,"Gold and Iron: Bismarck, Bleichröder and the Building of the German Empire",Fritz Stern,"Stern, Fritz",,"=""0394740343""","=""9780394740348""",0,4.05,Vintage,Paperback,672,1979,1980,,2025/06/23,to-read,to-read (#353),to-read,,,,0,0
428519,"A History of the Crusades, Volume 1: The First Crusade and the Foundations of the Kingdom of Jerusalem",Steven Runciman,"Runciman, Steven",,"=""052134770X""","=""9780521347709""",0,4.28,Cambridge University Press,Paperback,394,1987,1951,,2025/06/23,to-read,to-read (#352),to-read,,,,0,0
849439,The Collapse of British Power,Correlli Barnett,"Barnett, Correlli",,"=""0862990742""","=""9780862990749""",0,4.21,Sutton Publishing Ltd.,Paperback,655,1984,1972,,2025/06/23,to-read,to-read (#351),to-read,,,,0,0
573022,The Third Reich: A New History,Michael Burleigh,"Burleigh, Michael",,"=""080909326X""","=""9780809093267""",0,4.10,Hill and Wang,Paperback,992,2001,2000,,2025/06/23,to-read,to-read (#350),to-read,,,,0,0
16127678,"English History, 1914–1945",A.J.P. Taylor,"Taylor, A.J.P.",,"=""0198217153""","=""9780198217152""",0,4.14,Oxford - At The Clarendon Press,Hardcover,709,1965,1965,,2025/06/23,to-read,to-read (#349),to-read,,,,0,0
1138543,The Strange Death of Liberal England,George Dangerfield,"Dangerfield, George",,"=""0804729301""","=""9780804729307""",0,4.11,Stanford University Press,Paperback,364,1997,1935,,2025/06/23,to-read,to-read (#348),to-read,,,,0,0
19657025,The First World War: A New History,Hew Strachan,"Strachan, Hew",,"=""1471134369""","=""9781471134364""",0,3.85,Simon & Schuster UK,Kindle Edition,476,2014,2003,,2025/06/23,to-read,to-read (#347),to-read,,,,0,0
18669169,The Sleepwalkers: How Europe Went to War in 1914,Christopher   Clark,"Clark, Christopher",,"=""""","=""""",0,4.23,Penguin,Kindle Edition,706,2012,2012,,2025/06/23,to-read,to-read (#346),to-read,,,,0,0
982544,The Secularization of the European Mind in the Nineteenth Century,Owen Chadwick,"Chadwick, Owen",,"=""0521398290""","=""9780521398299""",0,3.68,Cambridge University Press,Paperback,296,2008,1976,,2025/06/23,to-read,to-read (#345),to-read,,,,0,0
377965,The History of the Decline and Fall of the Roman Empire Volume I,Edward Gibbon,"Gibbon, Edward",David P. Womersley,"=""0140433937""","=""9780140433937""",0,4.17,Penguin Classics,Paperback,1114,1996,1776,,2025/06/23,to-read,to-read (#344),to-read,,,,0,0
26046318,All That Man Is,David Szalay,"Szalay, David",,"=""0224099779""","=""9780224099776""",0,3.66,RANDOM HOUSE,Paperback,448,2016,2016,,2025/06/23,to-read,to-read (#343),to-read,,,,0,0
215362651,Dream State,Eric Puchner,"Puchner, Eric",,"=""0385550669""","=""9780385550666""",0,3.62,Doubleday,Hardcover,448,2025,2025,,2025/06/23,to-read,to-read (#342),to-read,,,,0,0
219848315,The Emperor of Gladness,Ocean Vuong,"Vuong, Ocean",,"=""059383187X""","=""9780593831878""",0,4.06,Penguin Press,Hardcover,416,2025,2025,,2025/06/23,to-read,to-read (#341),to-read,,,,0,0
217245618,The Names,Florence Knapp,"Knapp, Florence",,"=""0593833902""","=""9780593833902""",0,4.17,Pamela Dorman Books,Hardcover,336,2025,2025,,2025/06/23,to-read,to-read (#340),to-read,,,,0,0
56646330,Assembly,Natasha   Brown,"Brown, Natasha",,"=""0316268267""","=""9780316268264""",0,3.82,"Little, Brown and Company",Hardcover,112,2021,2021,,2025/06/23,to-read,to-read (#339),to-read,,,,0,0
217006044,Theft,Abdulrazak Gurnah,"Gurnah, Abdulrazak",,"=""0593852605""","=""9780593852606""",0,3.97,Riverhead Books,Hardcover,296,2025,2025,,2025/06/23,to-read,to-read (#338),to-read,,,,0,0
205436018,We Do Not Part,Han Kang,"Kang, Han","E. Yaewon, Paige Aniyah Morris","=""0593595459""","=""9780593595459""",0,3.89,Hogarth,Hardcover,256,2025,2021,,2025/06/23,to-read,to-read (#337),to-read,,,,0,0
1048424,Governing the Commons: The Evolution of Institutions for Collective Action (Political Economy of Institutions and Decisions),Elinor Ostrom,"Ostrom, Elinor",,"=""0521405998""","=""9780521405997""",0,4.21,Cambridge University Press,Paperback,298,1990,1990,,2025/06/17,to-read,to-read (#336),to-read,,,,0,0
219158874,Mark Twain,Ron Chernow,"Chernow, Ron",,"=""0525561722""","=""9780525561729""",0,4.23,Penguin Press,Hardcover,1200,2025,2025,,2025/06/08,to-read,to-read (#335),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2025/06/08,to-read,to-read (#334),to-read,,,,0,0
52260627,"The Committed (The Sympathizer, #2)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802157068""","=""9780802157065""",0,3.96,Grove Press,Hardcover,345,2021,2021,,2025/05/07,to-read,to-read (#333),to-read,,,,0,0
216750998,"America, América: A New History of the New World",Greg Grandin,"Grandin, Greg",,"=""059383125X""","=""9780593831250""",0,4.53,Penguin Press,Hardcover,768,2025,2025,,2025/05/01,to-read,to-read (#332),to-read,,,,0,0
36743029,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,Greg Grandin,"Grandin, Greg",,"=""1250179823""","=""9781250179821""",0,4.28,Metropolitan Books,Hardcover,369,2019,2019,,2025/05/01,to-read,to-read (#331),to-read,,,,0,0
56769575,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393881725""","=""9780393881721""",0,4.06,W. W. Norton & Company,Paperback,320,2021,2003,,2025/05/01,to-read,to-read (#330),to-read,,,,0,0
902,The Westing Game,Ellen Raskin,"Raskin, Ellen",,"=""014240120X""","=""9780142401200""",0,3.99,Puffin,Paperback,182,2004,1978,,2025/05/01,to-read,to-read (#329),to-read,,,,0,0
181110082,Honey,Victor Lodato,"Lodato, Victor",,"=""0063309610""","=""9780063309616""",0,4.01,Harper,Hardcover,400,2024,2024,,2025/04/19,to-read,to-read (#328),to-read,,,,0,0
196968157,"City in Ruins (Danny Ryan, #3)",Don Winslow,"Winslow, Don",,"=""006307947X""","=""9780063079472""",0,4.37,William Morrow,Hardcover,400,2024,2024,,2025/04/19,to-read,to-read (#327),to-read,,,,0,0
61713802,City of Dreams (Danny Ryan #2),Don Winslow,"Winslow, Don",,"=""0062851233""","=""9780062851239""",0,4.03,William Morrow,Hardcover,352,2023,2023,,2025/04/19,to-read,to-read (#326),to-read,,,,0,0
57558287,"City on Fire (Danny Ryan, #1)",Don Winslow,"Winslow, Don",,"=""0062851195""","=""9780062851192""",0,4.09,William Morrow,Hardcover,384,2022,2021,,2025/04/19,to-read,to-read (#325),to-read,,,,0,0
655627,"Agent Zigzag: A True Story of Nazi Espionage, Love, and Betrayal",Ben Macintyre,"Macintyre, Ben",,"=""0307353400""","=""9780307353405""",0,4.14,Crown,Hardcover,364,2007,2007,,2025/04/19,to-read,to-read (#324),to-read,,,,0,0
179455076,Question 7,Richard Flanagan,"Flanagan, Richard",,"=""1761343467""","=""9781761343469""",0,4.19,Random House Australia,Kindle Edition,280,2023,2023,,2025/04/11,to-read,to-read (#323),to-read,,,,0,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",0,4.06,Random House,Paperback,498,2006,1994,,2025/04/07,to-read,to-read (#322),to-read,,,,0,0
1846109,Our Fathers,Andrew O'Hagan,"O'Hagan, Andrew",,"=""0771068352""","=""9780771068355""",0,3.60,Emblem Editions,Paperback,304,2007,1999,,2025/04/01,to-read,to-read (#321),to-read,,,,0,0
1301,Moneyball,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",0,4.27,W. W. Norton & Company,Paperback,317,2004,2003,,2025/03/28,to-read,to-read (#320),to-read,,,,0,0
65654621,Le Silence et la Colère,Pierre Lemaitre,"Lemaitre, Pierre",,"=""2702183611""","=""9782702183618""",0,4.22,Calmann-Levy,Paperback,592,2023,2023,,2023/02/26,currently-reading,currently-reading (#2),currently-reading,,,,1,0
236819,"March Violets (Bernie Gunther, #1)",Philip Kerr,"Kerr, Philip",,"=""0142004146""","=""9780142004142""",0,3.80,G.P. Putnam's Sons,Paperback,245,2004,1989,,2025/03/06,to-read,to-read (#319),to-read,,,,0,0
22928871,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",Nathaniel Philbrick,"=""0465062881""","=""9780465062881""",0,4.46,Basic Books,Paperback,357,2015,1959,,2025/02/18,to-read,to-read (#318),to-read,,,,0,0
8649656,The Fry Chronicles,Stephen Fry,"Fry, Stephen",,"=""0718154835""","=""9780718154837""",0,3.85,Penguin Books,Hardcover,438,2010,2010,,2025/02/12,to-read,to-read (#317),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.58,Entangled: Red Tower Books,Hardcover,517,2023,2023,,2025/02/10,to-read,to-read (#316),to-read,,,,0,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""059380158X""","=""9780593801581""",0,4.16,Knopf,Hardcover,336,2025,2025,,2025/02/03,to-read,to-read (#315),to-read,,,,0,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2025/01/28,to-read,to-read (#314),to-read,,,,0,0
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",0,3.72,HarperCollins,Hardcover,414,2007,2007,,2025/01/28,to-read,to-read (#313),to-read,,,,0,0
16707,Wonder Boys,Michael Chabon,"Chabon, Michael",,"=""3423124172""","=""9783423124171""",0,3.93,Dt. Taschenbuch-Verl.,Kindle Edition,383,1998,1995,,2025/01/28,to-read,to-read (#312),to-read,,,,0,0
682804,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,"Shaara, Michael",,"=""0345348109""","=""9780345348104""",0,4.33,Ballantine Books,Mass Market Paperback,345,1987,1974,,2025/01/25,to-read,to-read (#311),to-read,,,,0,0
18460016,Tudor: The Family Story,Leanda de Lisle,"Lisle, Leanda de",,"=""009955528X""","=""9780099555285""",0,4.16,Chatto & Windus,Paperback,560,2014,2013,,2021/12/25,to-read,to-read (#310),to-read,,,,1,0
846136,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",,"=""""","=""""",0,4.10,Vintage,Paperback,208,1996,1928,,2023/07/29,to-read,to-read (#309),to-read,,,,1,0
58417755,A Little Devil in America: In Praise of Black Performance,Hanif Abdurraqib,"Abdurraqib, Hanif",,"=""0141995793""","=""9780141995793""",0,4.59,Penguin,Paperback,320,2022,2021,,2023/11/01,to-read,to-read (#308),to-read,,,,1,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",4,4.13,Grove Press,Hardcover,128,2021,2021,,2025/01/01,,,read,,,,1,0
8143909,Foster,Claire Keegan,"Keegan, Claire",,"=""0571255655""","=""9780571255658""",0,4.32,Faber & Faber,Paperback,89,2010,2010,,2025/01/10,to-read,to-read (#307),to-read,,,,0,0
926257,Fureur et Mystère,René Char,"Char, René",,"=""207030065X""","=""9782070300655""",0,4.10,Gallimard,Mass Market Paperback,224,1967,,,2025/01/06,to-read,to-read (#306),to-read,,,,0,0
1319521,Le Rivage des Syrtes,Julien Gracq,"Gracq, Julien",,"=""2714303595""","=""9782714303592""",0,4.02,Librairie José Corti,Broché,321,1992,1951,,2025/01/06,to-read,to-read (#305),to-read,,,,0,0
13732457,Golden Hill,Francis Spufford,"Spufford, Francis",,"=""0571225195""","=""9780571225194""",0,3.79,Faber & Faber,Hardcover,344,2016,2016,,2025/01/06,to-read,to-read (#304),to-read,,,,0,0
210217367,Cahokia Jazz,Francis Spufford,"Spufford, Francis",,"=""0571336884""","=""9780571336883""",0,3.98,Faber & Faber,Paperback,496,2024,2023,,2025/01/06,to-read,to-read (#303),to-read,,,,0,0
214151728,Mood Machine: The Rise of Spotify and the Costs of the Perfect Playlist,Liz Pelly,"Pelly, Liz",,"=""1668083507""","=""9781668083505""",0,3.88,Atria/One Signal Publishers,Hardcover,288,2025,2025,,2025/01/01,to-read,to-read (#302),to-read,,,,0,0
25817440,Private Citizens,Tony Tulathimutte,"Tulathimutte, Tony",,"=""0062399101""","=""9780062399106""",0,3.42,William Morrow Paperbacks,Paperback,372,2016,2016,,2025/01/01,to-read,to-read (#301),to-read,,,,0,0
199635125,Rejection,Tony Tulathimutte,"Tulathimutte, Tony",,"=""0063337878""","=""9780063337879""",0,3.83,William Morrow,Hardcover,272,2024,2024,,2025/01/01,to-read,to-read (#300),to-read,,,,0,0
205478853,Reagan: His Life and Legend,Max Boot,"Boot, Max",,"=""0871409445""","=""9780871409447""",0,4.17,Liveright,Hardcover,880,2024,2024,,2025/01/01,to-read,to-read (#299),to-read,,,,0,0
127488823,My Friends,Hisham Matar,"Matar, Hisham",,"=""081299485X""","=""9780812994858""",0,4.30,Random House,Kindle Edition,399,2024,2024,,2025/01/01,to-read,to-read (#298),to-read,,,,0,0
176530628,LatinoLand: A Portrait of America's Largest and Least Understood Minority,Marie Arana,"Arana, Marie",,"=""1982184914""","=""9781982184919""",0,4.31,Simon & Schuster,Kindle Edition,573,2024,2024,,2025/01/01,to-read,to-read (#297),to-read,,,,0,0
187020,Empire Falls,Richard Russo,"Russo, Richard",,"=""0375726403""","=""9780375726408""",0,3.94,Vintage Books,Paperback,483,2002,2001,,2025/01/01,to-read,to-read (#296),to-read,,,,0,0
199798785,Challenger: A True Story of Heroism and Disaster on the Edge of Space,Adam Higginbotham,"Higginbotham, Adam",,"=""198217661X""","=""9781982176617""",0,4.51,Avid Reader Press / Simon & Schuster,Hardcover,563,2024,2024,,2025/01/01,to-read,to-read (#295),to-read,,,,0,0
195391751,The Anthropologists,Aysegül Savas,"Savas, Aysegül",,"=""163973306X""","=""9781639733064""",0,3.88,Bloomsbury Publishing,Hardcover,192,2024,2024,,2025/01/01,to-read,to-read (#294),to-read,,,,0,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",0,3.47,Riverhead Books,Hardcover,336,2024,2024,,2025/01/01,to-read,to-read (#293),to-read,,,,0,0
174156150,"The Achilles Trap: Saddam Hussein, the C.I.A., and the Origins of America's Invasion of Iraq",Steve Coll,"Coll, Steve",,"=""0525562265""","=""9780525562269""",0,4.37,Penguin Press,Hardcover,576,2024,2024,,2025/01/01,to-read,to-read (#292),to-read,,,,0,0
46014601,Extra Time: 10 Lessons for an Ageing World,Camilla Cavendish,"Cavendish, Camilla",,"=""0008295174""","=""9780008295172""",0,4.05,HarperCollins,Paperback,272,2020,,,2024/12/29,to-read,to-read (#291),to-read,,,,0,0
199700434,The God of the Woods,Liz    Moore,"Moore, Liz",,"=""0593418913""","=""9780593418918""",0,4.13,Riverhead Books,Hardcover,478,2024,2024,,2024/12/17,to-read,to-read (#290),to-read,,,,0,0
133938826,Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,"Bo-Reum, Hwang",Shanna Tan,"=""""","=""""",0,3.92,Bloomsbury Publishing,Hardcover,307,2024,2022,,2024/12/17,to-read,to-read (#289),to-read,,,,0,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",0,4.11,Henry Holt and Co.,Hardcover,384,2024,2024,,2024/12/17,to-read,to-read (#288),to-read,,,,0,0
431,"The New York Trilogy (New York Trilogy, #1-3)",Paul Auster,"Auster, Paul","Lucy Sante, Art Spiegelman","=""0143039830""","=""9780143039839""",0,3.86,Penguin Classics,Paperback,308,2006,1987,,2024/12/17,to-read,to-read (#287),to-read,,,,0,0
112975131,"The Kingdom, the Power, and the Glory: American Evangelicals in an Age of Extremism",Tim Alberta,"Alberta, Tim",,"=""006322688X""","=""9780063226883""",0,4.41,Harper,Kindle Edition,506,2023,2023,,2024/12/13,to-read,to-read (#286),to-read,,,,0,0
53466059,Azadi: Freedom. Fascism. Fiction,Arundhati Roy,"Roy, Arundhati",,"=""1642592609""","=""9781642592603""",0,4.10,Haymarket Books,Hardcover,240,2020,2020,,2024/12/10,to-read,to-read (#285),to-read,,,,0,0
659388,Nobody's Fool (Sully #1),Richard Russo,"Russo, Richard",,"=""0679753338""","=""9780679753339""",0,4.11,Vintage,Paperback,549,1994,1993,,2024/11/30,to-read,to-read (#284),to-read,,,,0,0
206101580,"The Great When (The Long London Quintet, #1)",Alan             Moore,"Moore, Alan",,"=""1635578841""","=""9781635578843""",0,3.61,Bloomsbury Publishing,Hardcover,315,2024,2024,,2024/11/29,to-read,to-read (#283),to-read,,,,0,0
30087886,The Crown Ain't Worth Much,Hanif Abdurraqib,"Abdurraqib, Hanif",,"=""1943735042""","=""9781943735044""",0,4.51,Button Poetry,Paperback,102,2016,2016,,2024/11/15,to-read,to-read (#282),to-read,,,,0,0
40207220,A Fortune for Your Disaster,Hanif Abdurraqib,"Abdurraqib, Hanif",,"=""""","=""""",0,4.46,Tin House Books,Unknown Binding,,2019,2019,,2024/11/15,to-read,to-read (#281),to-read,,,,0,0
212924295,Jacaranda,Gaël Faye,"Faye, Gaël",,"=""2246831458""","=""9782246831457""",0,4.47,Grasset,Paperback,282,2024,2024,,2024/11/04,to-read,to-read (#280),to-read,,,,0,0
209499400,Sonny Boy,Al Pacino,"Pacino, Al",,"=""0593655117""","=""9780593655115""",0,4.01,Penguin Press,Hardcover,384,2024,2024,,2024/10/30,to-read,to-read (#279),to-read,,,,0,0
56382342,Vanderbilt: The Rise and Fall of an American Dynasty,Anderson Cooper,"Cooper, Anderson",Katherine Howe,"=""0062964615""","=""9780062964618""",0,3.81,Harper,Hardcover,317,2021,2021,,2024/07/26,to-read,to-read (#278),to-read,,,,0,0
177058906,"Fluke: Chance, Chaos, and Why Everything We Do Matters",Brian Klaas,"Klaas, Brian",,"=""""","=""""",0,4.07,Scribner,Kindle Edition,335,2024,2024,,2024/07/24,to-read,to-read (#277),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.41,Random House,Kindle Edition,208,2016,2016,,2024/07/22,to-read,to-read (#276),to-read,,,,0,0
54976986,Great Circle,Maggie Shipstead,"Shipstead, Maggie",,"=""""","=""""",0,4.10,Knopf,Hardcover,608,2021,2021,,2024/07/19,to-read,to-read (#275),to-read,,,,0,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",0,4.01,Grove Press,Hardcover,371,2015,2015,,2024/06/26,to-read,to-read (#274),to-read,,,,0,0
200720040,Le nom sur le mur,Hervé Le Tellier,"Tellier, Hervé Le",,"=""2073061532""","=""9782073061539""",0,3.71,GALLIMARD,Paperback,176,2024,2024,,2024/06/20,to-read,to-read (#273),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",0,4.32,Penguin Books,Paperback,462,2019,2016,,2024/05/05,to-read,to-read (#272),to-read,,,,0,0
7141642,The Thousand Autumns of Jacob de Zoet,David Mitchell,"Mitchell, David",,"=""1400065453""","=""9781400065455""",0,4.03,Random House,Hardcover,479,2010,2010,,2024/05/05,to-read,to-read (#271),to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2024/05/05,to-read,to-read (#270),to-read,,,,0,0
60784757,Birnam Wood,Eleanor Catton,"Catton, Eleanor",,"=""0374110336""","=""9780374110338""",0,3.80,"Farrar, Straus and Giroux",Hardcover,432,2023,2023,,2024/05/05,to-read,to-read (#269),to-read,,,,0,0
17333230,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""0316074314""","=""9780316074315""",0,3.75,"Little, Brown and Company",Hardcover,848,2013,2013,,2024/05/05,to-read,to-read (#268),to-read,,,,0,0
456,Leviathan,Paul Auster,"Auster, Paul",,"=""0140178139""","=""9780140178135""",0,3.97,Penguin Publishing Group,Paperback,275,1993,1992,,2024/04/30,to-read,to-read (#267),to-read,,,,0,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,,2024/04/07,to-read,to-read (#266),to-read,,,,0,0
23375683,Voyage de noces,Patrick Modiano,"Modiano, Patrick",,"=""2070384543""","=""9782070384549""",4,3.69,FOLIO,Pocket Book,160,1992,1990,2024/03/16,2024/02/22,,,read,,,,1,0
56944169,"Paradis perdus (La traversée des temps, #1)",Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel",,"=""""","=""""",0,4.20,Albin Michel,Kindle Edition,576,2021,2021,,2024/03/12,to-read,to-read (#265),to-read,,,,0,0
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",0,3.95,W. W. Norton  Company,Paperback,271,2008,1955,,2024/03/05,to-read,to-read (#264),to-read,,,,0,0
34724398,Quartier lointain,Jirō Taniguchi,"Taniguchi, Jirō",,"=""2203114797""","=""9782203114791""",5,4.40,Casterman,Paperback,408,2017,1998,2024/02/18,2024/02/10,,,read,,,,2,0
2257014,Dora Bruder (French Edition),Patrick Modiano,"Modiano, Patrick",,"=""2070748987""","=""9782070748983""",4,3.56,Gallimard,Paperback,160,1997,1997,2024/02/18,2023/10/11,,,read,,,,1,0
55216172,Empireland: How Imperialism has Shaped Modern Britain,Sathnam Sanghera,"Sanghera, Sathnam",,"=""0241445299""","=""9780241445297""",0,4.09,Viking,Hardcover,306,2021,2021,,2024/02/18,to-read,to-read (#263),to-read,,,,0,0
62047984,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",0,3.74,William Morrow,Paperback,319,2023,2023,,2024/02/17,to-read,to-read (#262),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",0,3.92,HarperOne,Paperback,182,2014,1988,,2024/02/04,to-read,to-read (#261),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2024/02/04,to-read,to-read (#260),to-read,,,,0,0
127282874,The Rebel's Clinic: The Revolutionary Lives of Frantz Fanon,Adam Shatz,"Shatz, Adam",,"=""0374176426""","=""9780374176426""",0,4.22,"Farrar, Straus and Giroux",Hardcover,464,2024,2024,,2024/02/04,to-read,to-read (#259),to-read,,,,0,0
35917282,"Killers of the Flower Moon: Oil, Money, Murder and the Birth of the FBI",David Grann,"Grann, David",,"=""0857209035""","=""9780857209030""",0,4.14,Simon & Schuster UK,Paperback,339,2018,2017,2024/01/30,2023/09/20,,,read,,,,1,0
1902135,Call For the Dead,John Le Carré,"Carré, John Le",,"=""0140020667""","=""9780140020663""",0,3.85,Penguin Books,Paperback,157,1984,1961,,2024/01/08,to-read,to-read (#258),to-read,,,,0,0
15950478,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""1471111237""","=""9781471111235""",0,4.40,Simon & Schuster Ltd,Paperback,838,2012,1986,,2023/12/28,to-read,to-read (#257),to-read,,,,0,0
55881796,Crossroads,Jonathan Franzen,"Franzen, Jonathan",,"=""0374181179""","=""9780374181178""",3,4.06,"Farrar, Straus and Giroux",Hardcover,592,2021,2021,2023/12/26,2023/09/05,,,read,,,,1,0
59948520,In Memoriam,Alice Winn,"Winn, Alice",,"=""0593534565""","=""9780593534564""",0,4.51,Knopf,Hardcover,382,2023,2023,,2023/12/23,to-read,to-read (#256),to-read,,,,0,0
